model,final_val_acc,final_val_loss
05_dropout,0.855625,0.6293081372976304
04_large,0.824375,1.115171662569046
03_medium,0.798125,1.1539709222316743
02_small,0.788125,0.7764206957817078
01_linear,0.644375,0.9752809357643127
